iter	MultiClass
964	0.1900472627
965	0.1900114835
966	0.189966999
967	0.1899349615
968	0.1899000696
969	0.1898751646
970	0.18986053
971	0.1898193243
972	0.1897782166
973	0.18973799
974	0.1897080505
975	0.1896609085
976	0.1896323654
977	0.1895829576
978	0.1895619853
979	0.1895298825
980	0.1895020116
981	0.189463801
982	0.1894314022
983	0.1894032962
984	0.1893865116
985	0.1893549
986	0.1893059677
987	0.1892616193
988	0.1892257359
989	0.1892036231
990	0.1891810474
991	0.1891583846
992	0.1891349361
993	0.1890984702
994	0.1890534447
995	0.1890213185
996	0.1889980116
997	0.1889668316
998	0.1889508642
999	0.1889249285
